ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001951757-25-001242	30-SEP-2025								WEALTHSPAN PARTNERS, LLC	5025 UTICA RIDGE RD	SUITE 101	DAVENPORT	IA	52807	13F HOLDINGS REPORT	028-22220			N	
0001178913-25-003635	30-SEP-2025	N							Phoenix Financial Ltd.	53 Derech Ha'shalom St.		Givatayim	L3	53454	13F HOLDINGS REPORT	028-18650			Y	"The securities reported herein are beneficially owned by Phoenix Financial Ltd. (the ""Phoenix"") or various direct or indirect, majority or wholly-owned subsidiaries of the Phoenix (the ""Subsidiaries""), including The Phoenix Investments House Ltd. (""Phoenix Investments House"") and Phoenix Investments House's subsidiary, Ksm Mutual Funds Ltd.. The Subsidiaries manage their own funds and/or the funds of others, including for holders of exchange-traded funds or various insurance policies, members of pension or provident funds, unit holders of mutual funds, and portfolio management clients. The Phoenix and each of the Subsidiaries operates under independent management and makes its own independent voting and investment decisions.  Neither the filing of this Form 13F nor any of its contents shall be deemed to constitute an admission by either persons filing this Form 13F or by any of the Subsidiaries that a group exists for purposes of Section 13(d) of the Securities Exchange Act of 1934 or for any other purpose, and each reporting person disclaims the existence of any such group. In addition, each of the persons filing this Form 13F and the Subsidiaries disclaims any beneficial ownership of the securities covered by this report in excess of their actual pecuniary interest therein.  This Statement shall not be construed as an admission by the persons filing this Form 13F or by the Subsidiaries that they are the beneficial owners of any of the Ordinary Shares covered by this Form 13F, and each of the persons filing this Form 13F and the Subsidiaries disclaims beneficial ownership of any such Ordinary Shares. Per informal guidance received from the Division of Investment Management, section 13(f) securities that are dual listed on a U.S. stock exchange and the Tel Aviv Stock Exchange were included in this Form 13F only if they were purchased in the U.S."
0001951757-25-001237	30-SEP-2025								YARGER WEALTH STRATEGIES, LLC	140 DORCHESTER SQUARE S.	SUITE B	WESTERVILLE	OH	43081	13F HOLDINGS REPORT	028-22217			N	
0001951757-25-001236	30-SEP-2025								BARLOW WEALTH PARTNERS, INC.	3700 BROWNSBORO ROAD		LOUISVILLE	KY	40207	13F HOLDINGS REPORT	028-23613			N	
0001951757-25-001235	30-SEP-2025								CCG WEALTH MANAGEMENT, LLC	12255 EL CAMINO REAL	SUITE 125	SAN DIEGO	CA	92130	13F HOLDINGS REPORT	028-19488			N	
0001951757-25-001234	30-SEP-2025								Stonegate Investment Group, LLC	2005 STONEGATE TRAIL	SUITE 101	BIRMINGHAM	AL	35242	13F HOLDINGS REPORT	028-21778			N	
0001951757-25-001232	30-SEP-2025								CFM WEALTH PARTNERS LLC	3500 JEFFERSON STREET	SUITE 315	AUSTIN	TX	78731	13F HOLDINGS REPORT	028-19713			N	
0001951757-25-001231	30-SEP-2025								Clarendon Private LLC	131 CLARENDON STREET	4TH FLOOR	BOSTON	MA	02116	13F HOLDINGS REPORT	028-24582			N	
0001951757-25-001230	30-SEP-2025								Northstar Advisory Group, LLC	1555 ZION ROAD		NORTHFIELD	NJ	08225	13F HOLDINGS REPORT	028-20433			N	
0001172661-25-004529	30-SEP-2025	N							Paragon Private Wealth Management, LLC	300 W. Vine Street, Suite 2201		Lexington	KY	40507	13F HOLDINGS REPORT	028-22430	000312817	801-120682	N	
0001172661-25-004528	30-SEP-2025	N							EFG Asset Management (North America) Corp.	1211 Sw Fifth Avenue	Suite 2840	Portland	OR	97204	13F HOLDINGS REPORT	028-22292	000313103	801-120586	N	
0002085853-25-000217	30-SEP-2025	N							Alta Wealth Advisors LLC	400 Tradecenter Drive, Suite 4810		Woburn	MA	01801	13F HOLDINGS REPORT	028-20599	000293675	801-112848	N	
0002085853-25-000216	30-SEP-2025	N							Triton Financial Group Inc	14614 Bogert Pkwy		Oklahoma City	OK	73134	13F HOLDINGS REPORT	028-20478	000309294	801-119672	N	
0002085853-25-000214	30-SEP-2025	N							KPP Advisory Services LLC	9300 Shelbyville Rd.	Suite 1310	Louisville	KY	40222	13F HOLDINGS REPORT	028-23440	000289507	801-111709	N	
0002085853-25-000211	30-SEP-2025	N							Straight Path Wealth Management	7699 Georgetown Center Dr		Jenison	MI	49428	13F HOLDINGS REPORT	028-21497	000148897	801-120307	N	
0002012674-25-000009	30-SEP-2025								Pilgrim Partners Asia Pte Ltd	137, TELOK AYER STREET	#04-07	SINGAPORE	U0	068602	13F HOLDINGS REPORT	028-25006	000299450	802-114585	N	
0001721242-25-000007	30-SEP-2025								Belpointe Asset Management LLC	500 DAMONTE RANCH, PARKWAY BUILDING 700	UNIT 700	RENO	NV	89521	13F HOLDINGS REPORT	028-18182	000143440	801-69329	N	
0001727336-25-000006	30-SEP-2025								First Command Advisory Services, Inc.	1 FIRSTCOMM PLAZA		FORT WORTH	TX	76132	13F HOLDINGS REPORT	028-18603			N	
0000904454-25-000547	30-SEP-2025	N							Alta Advisers Ltd	ELSLEY HOUSE	24-30 GREAT TITCHFIELD STREET	LONDON	X0	W1W 8BF	13F HOLDINGS REPORT	028-14709			N	
0002085853-25-000210	30-SEP-2025	N							NWF Advisory Services Inc.	11835 W. Olympic Blvd.	#1155 E.	Los Angeles	CA	90064	13F HOLDINGS REPORT	028-25587			N	
0001104659-25-104935	30-SEP-2025	N							Bank of Jackson Hole Trust	990 West Broadway	Suite 200	Jackson	WY	83001	13F HOLDINGS REPORT	028-24700			N	
0001056859-25-000005	30-SEP-2025								CHILTON CAPITAL MANAGEMENT LLC	1177 WEST LOOP SOUTH	SUITE 1750	HOUSTON	TX	77027-9062	13F HOLDINGS REPORT	028-03569			N	
0001959790-25-000007	30-SEP-2025								Fortis Capital Advisors, LLC	7301 MISSION ROAD	SUITE 326	PRAIRIE VILLAGE	KS	66208	13F HOLDINGS REPORT	028-23063	000309709	801-119354	N	
0001725547-25-004212	30-SEP-2025								POINCIANA ADVISORS GROUP, LLC	3300 PGA BOULEVARD	SUITE 200	PALM BEACH GARDENS	FL	33410	13F HOLDINGS REPORT	028-24850	000137423	801-118568	N	
0001977723-25-000006	30-SEP-2025								National Wealth Management Group, LLC	11260 CHESTER ROAD	SUITE 250	CINCINNATI	OH	45246	13F HOLDINGS REPORT	028-23267	000174883	801-80983	N	
0001976010-25-000009	30-SEP-2025								INSTRUMENTAL WEALTH, LLC	1 N DALE MABRY HWY	STE 1000	TAMPA	FL	33609	13F HOLDINGS REPORT	028-23202	000310788		N	
0002058771-25-000005	30-SEP-2025								Copia Wealth Management	572 SW BLUFF DR.	#100	BEND	OR	97702	13F HOLDINGS REPORT	028-25442	000281873	801-131499	N	
0002001473-25-000005	30-SEP-2025								White Wing Wealth Management	10001 WOODLOCH FOREST DRIVE	SUITE 515	THE WODLANDS	TX	77380	13F HOLDINGS REPORT	028-23532			N	
0001119032-25-000014	30-SEP-2025								HARVEY CAPITAL MANAGEMENT INC	400 ROYAL PALM WAY	SUITE 400	PALM BEACH	FL	33480	13F HOLDINGS REPORT	028-06067			N	
0001005441-25-000004	30-SEP-2025	N							Avantax Planning Partners, Inc.	3390 ASBURY ROAD		DUBUQUE	IA	52002	13F HOLDINGS REPORT	028-17669	000106237	801-50939	N	
0001771605-25-000002	30-SEP-2025	N							SAGE RHINO CAPITAL LLC	101 JEFFERSON DRIVE		MENLO PARK	CA	94025	13F HOLDINGS REPORT	028-19473	000290148	801-112150	N	
0001016683-25-000002	30-SEP-2025	N							CABOT WEALTH MANAGEMENT INC	PO BOX 150		SALEM	MA	01970	13F HOLDINGS REPORT	028-05694	000107327	801-19708	N	
0002051471-25-000007	30-SEP-2025								Sovran Advisors, LLC	3131 CAMINO DEL RIO N	SUITE 800	SAN DIEGO	CA	92108	13F HOLDINGS REPORT	028-24653			N	
0001844707-25-000005	30-SEP-2025	N							OneAscent Wealth Management LLC	23 INVERNESS CENTER PARKWAY		BIRMINGHAM	AL	35242	13F HOLDINGS REPORT	028-20595			N	
0001841768-25-000007	30-SEP-2025	N							PATRON PARTNERS, LLC	11700 KATY FREEWAY	SUITE 100	HOUSTON	TX	77079	13F HOLDINGS REPORT	028-21091			N	
0001780985-25-000006	30-SEP-2025	Y	1	NEW HOLDINGS					OneAscent Financial Services LLC	23 INVERNESS CENTER PARKWAY		BIRMINGHAM	AL	35242	13F HOLDINGS REPORT	028-19577			N	
0001845688-25-000006	30-SEP-2025	N							CFS Investment Advisory Services, LLC	97 LACKAWANNA AVENUE		TOTOWA	NJ	07512	13F HOLDINGS REPORT	028-20676			N	
0002021272-25-000002	30-SEP-2025	N							Guardian Asset Advisors, LLC	5000 RITTER RD	SUITE 202-GAA	MECHANICSBURG	PA	17055	13F HOLDINGS REPORT	028-24095	000144958	801-120536	N	
0001464811-25-000004	30-SEP-2025	N							B. Riley Wealth Advisors, Inc.	40 S. MAIN ST.	SUITE 1600	MEMPHIS	TN	38103	13F HOLDINGS REPORT	028-13634			N	
0001420506-25-002957	30-SEP-2025	N							Vanguard Personalized Indexing Management, LLC	1611 TELEGRAPH AVE	SUITE 1100	OAKLAND	CA	94612	13F HOLDINGS REPORT	028-20247	000285366	801-114487	N	
0001539994-25-000019	30-SEP-2025								AEGON ASSET MANAGEMENT UK Plc	3 LOCHSIDE CRESCENT		EDINBURGH	X0	EH12 9SA	13F HOLDINGS REPORT	028-14990			N	
0001062993-25-016410	30-SEP-2025	N							INTACT INVESTMENT MANAGEMENT INC.	2020 ROBERT-BOURASSA BLVD	SUITE 1400	MONTREAL	A8	H3A 2A5	13F HOLDINGS REPORT	028-13194			N	
0001725547-25-004211	30-SEP-2025	N							LBP AM SA	36, Quai Henri IV		Paris	I0	75004	13F HOLDINGS REPORT	028-23257			N	
0001193125-25-260483	30-SEP-2025	N							MUTUAL OF AMERICA CAPITAL MANAGEMENT LLC	320 Park Avenue		New York	NY	10022	13F HOLDINGS REPORT	028-04274	000106523	801-43897	N	
0001398344-25-020099	30-SEP-2025	N							WealthShield Partners, LLC	2500 REGENCY PARKWAY		CARY	NC	27518	13F HOLDINGS REPORT	028-18492	000169584	801-78937	N	
0001172661-25-004526	30-SEP-2025	N							Estate Counselors, LLC	414 N. Main Street		Thiensville	WI	53092	13F COMBINATION REPORT	028-15056	000123452	801-62584	N	
0001835252-25-000007	30-SEP-2025								EWA, LLC	381 MANSFIELD AVE	SUITE 200A-B	PITTSBURGH	PA	15220	13F HOLDINGS REPORT	028-23270	000308977	801-118806	N	
0001769302-25-000008	30-SEP-2025								LIBERTY WEALTH MANAGEMENT LLC	411 30TH STREET	2ND FLOOR	OAKLAND	CA	94609	13F HOLDINGS REPORT	028-19450	000286001	801-112351	N	
0000039263-25-000119	30-SEP-2025	N							Cullen/Frost Bankers, Inc.	Post Office Box 1600		San Antonio	TX	78296-1600	13F HOLDINGS REPORT	028-00183			N	
0001683168-25-007863	30-SEP-2025	N							COMMERZBANK AKTIENGESELLSCHAFT /FI	1 KAISERPLATZ		FRANKFURT	2M	60311	13F HOLDINGS REPORT	028-13528			N	
0001999371-25-016646	30-SEP-2025	N							WHITTIER TRUST CO OF NEVADA INC	100 W Liberty Street	Suite 890	Reno	NV	89501-1952	13F HOLDINGS REPORT	028-14907			N	
0001140361-25-039965	30-SEP-2025	N							Retirement Systems of Alabama	P.O. BOX 302150		MONTGOMERY	AL	36130-2150	13F HOLDINGS REPORT	028-16471			N	
0001092203-25-000007	30-SEP-2025								FIRST CITIZENS BANK & TRUST CO	PO BOX 29522	DAC61	RALEIGH	NC	27626	13F HOLDINGS REPORT	028-04913			N	
0001999371-25-016642	30-SEP-2025	N							WHITTIER TRUST CO	1600 Huntington Drive		South Pasadena	CA	91030	13F HOLDINGS REPORT	028-14906			N	
0001398344-25-020096	30-SEP-2025	N							Capital Investment Counsel, Inc	100 E. SIX FORKS ROAD	SUITE 200	RALEIGH	NC	27609	13F HOLDINGS REPORT	028-12623	000104591	801-20824	N	
0001765380-25-000435	30-SEP-2025								TFR Capital, LLC.	5801 TENNYSON PKWY	SUITE 150	PLANO	TX	75024	13F HOLDINGS REPORT	028-25436	000333108	801-131226	N	
0001172661-25-004525	30-SEP-2025	N							1834 INVESTMENT ADVISORS CO	511 N. Broadway St.	Suite 801	Milwaukee	WI	53202	13F HOLDINGS REPORT	028-06523	000105435	801-11335	N	
0001044905-25-000006	30-SEP-2025								PATTEN & PATTEN INC/TN	555 WALNUT STREET	SUITE 280	CHATTANOOGA	TN	37402	13F HOLDINGS REPORT	028-06515			N	
0001389059-25-000007	30-SEP-2025	N							BLB&B Advisors, LLC	103 MONTGOMERY AVE.		MONTGOMERYVILLE	PA	18936	13F HOLDINGS REPORT	028-12136	000139096	801-65840	N	
0001770632-25-000017	30-SEP-2025								Quilter Plc	SENATOR HOUSE	85 QUEEN VICTORIA STREET	LONDON	X0	EC4V 4AB	13F HOLDINGS REPORT	028-19928			N	
0001140361-25-039956	30-SEP-2025	N							Cheviot Value Management, LLC	433 N. CAMDEN DR.	SUITE 800	BEVERLY HILLS	CA	90210	13F HOLDINGS REPORT	028-12964			N	
0001172661-25-004523	30-SEP-2025	N							CIBC Asset Management Inc	81 Bay Street	20th Floor	Toronto	A6	M5J 0E7	13F HOLDINGS REPORT	028-03663	000106508	801-9707	N	
0000887602-25-000006	30-SEP-2025								BARRETT & COMPANY, INC.	THE WILCOX BUILDING	42 WEYBOSSET STREET	PROVIDENCE	RI	02903	13F HOLDINGS REPORT	028-23226	000001175		N	
0002002745-25-000003	30-SEP-2025								Frazier Financial Advisors, LLC	1690 WEST LANE AVENUE		COLUMBUS	OH	43221	13F HOLDINGS REPORT	028-23680			N	
0002056425-25-000006	30-SEP-2025								SAGESPRING WEALTH PARTNERS, LLC	801 CRESCENT CENTRE DRIVE	SUITE 600	FRANKLIN	TN	37067	13F HOLDINGS REPORT	028-25050			N	
0001936420-25-000008	30-SEP-2025								CASTLE WEALTH MANAGEMENT LLC	1880 N CONGRESS AVE	SUITE 302	BOYNTON BEACH	FL	33426	13F HOLDINGS REPORT	028-22582	000118364	801-60871	N	
0001965328-25-000004	30-SEP-2025								Owen LaRue, LLC	109 W. POPLAR STREET		ELIZABETHTOWN	KY	42701	13F HOLDINGS REPORT	028-22958	000289436	801-111041	N	
0001398344-25-020085	30-SEP-2025	N							INVESTMENT HOUSE LLC	210 AVENUE I	SUITE C	REDONDO BEACH	CA	90277	13F HOLDINGS REPORT	028-15213	000163493	801-76547	N	
0001420506-25-002953	30-SEP-2025	N							INTERNATIONAL ASSETS INVESTMENT MANAGEMENT, LLC	111 NORTH ORANGE AVE	SUITE 1000	ORLANDO	FL	32801	13F HOLDINGS REPORT	028-20301			N	
0001420506-25-002952	30-SEP-2025	N							Global Assets Advisory, LLC	111 NORTH ORANGE AVE	SUITE 1000	ORLANDO	FL	32801	13F HOLDINGS REPORT	028-22643			N	
0001104659-25-104752	30-SEP-2025	N							ARK & TLK INVESTMENTS, LLC	7308 N. CLASSEN BLVD.		OKLAHOMA CITY	OK	73116	13F HOLDINGS REPORT	028-23997	000205512	801-96254	N	
0001104659-25-104742	30-SEP-2025	N							CERTIOR FINANCIAL GROUP, LLC	20104 VALLEY FORGE CIRCLE		KING OF PRUSSIA	PA	19406	13F HOLDINGS REPORT	028-25017	000285502	801-108506	N	
0001705655-25-000007	30-SEP-2025	Y	1	RESTATEMENT					Seelaus Asset Management LLC	26 MAIN STREET, SUITE 304		CHATHAM	NJ	07928	13F HOLDINGS REPORT	028-18535			N	
0001104659-25-104735	30-SEP-2025	N							Trek Financial, LLC	8355 East Hartford Drive Suite 105		Scottsdale	AZ	85255	13F HOLDINGS REPORT	028-19440	000109376	801-58087	N	
0001104659-25-104731	30-SEP-2025	N							Acorn Wealth Advisors, LLC	8305 S. Saginaw Street	Suite 2	Grand Blanc	MI	48439	13F HOLDINGS REPORT	028-18522	000170462	801-79211	N	
0001104659-25-104730	30-SEP-2025	N							Virtue Capital Management, LLC	6 CADILLAC DR.	SUITE 310	BRENTWOOD	TN	37027	13F HOLDINGS REPORT	028-18530	000167816	801-79938	N	
0001164478-25-000008	30-SEP-2025								KANAWHA CAPITAL MANAGEMENT LLC	7201 GLEN FOREST DRIVE	SUITE 200	RICHMOND	VA	23226-3759	13F HOLDINGS REPORT	028-10012			N	
0001705655-25-000006	30-SEP-2025								Seelaus Asset Management LLC	26 MAIN STREET, SUITE 304		CHATHAM	NJ	07928	13F HOLDINGS REPORT	028-18535			N	
0001104659-25-104708	30-SEP-2025	N							PARTNERS CAPITAL INVESTMENT GROUP, LLP	600 Atlantic Avenue	30th Floor	Boston	MA	02210	13F HOLDINGS REPORT	028-18074			N	
0001172661-25-004522	30-SEP-2025	N							JFG Wealth Management, LLC	1144 Fifteenth Street	Suite 3950	Denver	CO	80202	13F HOLDINGS REPORT	028-19331	000285023	801-108299	N	
0001398344-25-020071	30-SEP-2025	N							Peachtree Investment Partners, LLC	6001 FLORIDA HIGHWAY A1A	P.O. BOX #8181	INDIAN RIVER SHORES,	FL	32963	13F HOLDINGS REPORT	028-19422	000142839	801-112764	N	
0001398344-25-020069	30-SEP-2025	N							Modera Wealth Management, LLC	56 JEFFERSON AVENUE		WESTWOOD	NJ	07675	13F HOLDINGS REPORT	028-14860	000155649	801-71973	N	
0002085853-25-000204	30-SEP-2025	N							Rockport Wealth LLC	22730 Fairview Center Dr.	Suite 150	Fairview Park	OH	44126	13F HOLDINGS REPORT	028-24123	000297122	801-126796	N	
0001172661-25-004521	30-SEP-2025	N							Taylor Financial Group, Inc.	3102 Brambleton Avenue		Roanoke	VA	24018	13F HOLDINGS REPORT	028-23976	000116744	801-61747	N	
0001754960-25-000741	30-SEP-2025								PFG Investments, LLC	125 FROEHLICH FARM BLVD		WOODBURY	NY	11797	13F HOLDINGS REPORT	028-23228			N	
0001754960-25-000740	30-SEP-2025								Edge Financial Advisors LLC	111 W WESLEY ST	STE 1	WHEATON	IL	60187	13F COMBINATION REPORT	028-24070			N	
0001754960-25-000738	30-SEP-2025								Symphony Financial, Ltd. Co.	4295 SAN FELIPE STREET	SUITE 300	HOUSTON	TX	77027	13F HOLDINGS REPORT	028-20236	000171816	801-79989	N	
0001140361-25-039935	30-SEP-2025	N							GHP Investment Advisors, Inc.	1290 N Broadway, Ste. 1100		Denver	CO	80203	13F HOLDINGS REPORT	028-12544			N	
0001104659-25-104600	30-SEP-2025	N							Resona Asset Management Co.,Ltd.	Fukagawa Gatharia W2 Bldg.	5-65,Kiba 1-Chome,	Koto-ku,Tokyo	M0	135-0042	13F HOLDINGS REPORT	028-25004			N	
0001193125-25-259342	30-SEP-2025	N							Mitsubishi UFJ Trust & Banking Corp	1-4-5 MARUNOUCHI CHIYODA-KU		TOKYO	M0	100-8212	13F COMBINATION REPORT	028-13564	000296868	801-113352	N	
0001104659-25-104568	30-SEP-2025	N							UniSuper Management Pty Ltd	Level 1, 385 Bourke Street		Melbourne, Victoria	C3	3000	13F HOLDINGS REPORT	028-23352			N	
0001754960-25-000737	30-SEP-2025								DRIVE WEALTH MANAGEMENT, LLC	3333 N DIGITAL DRIVE	#700	LEHI	UT	84043	13F COMBINATION REPORT	028-22701			N	
0001846758-25-000003	30-SEP-2025								Orion Capital Management LLC	1330 ORANGE AVENUE	SUITE 302	CORONADO	CA	92118	13F HOLDINGS REPORT	028-21063	000119428	801-119207	N	
0001432529-25-000011	30-SEP-2025								Baker Avenue Asset Management, LP	ONE EMBARCADERO CENTER	STE 2530	SAN FRANCISCO	CA	94111	13F HOLDINGS REPORT	028-13834			N	
0001754960-25-000728	30-SEP-2025								Latitude Advisors, LLC	271 53RD CIRCLE		VERO BEACH	FL	32968	13F HOLDINGS REPORT	028-20566			N	
0001754960-25-000735	30-JUN-2025								Emergent Wealth Advisors, LLC	5500 MAIN ST.	SUITE 260	WILLIAMSVILLE	NY	14221	13F HOLDINGS REPORT	028-25810			N	
0001754960-25-000736	30-SEP-2025								Emergent Wealth Advisors, LLC	5500 MAIN ST.	SUITE 260	WILLIAMSVILLE	NY	14221	13F HOLDINGS REPORT	028-25810			N	
0001214659-25-015612	30-SEP-2025	N							RMG Wealth Management LLC	1290 E. MINERAL ST.		PLATTEVILLE	WI	53818	13F HOLDINGS REPORT	028-25664			N	
0001398344-25-020058	30-SEP-2025	N							Rossmore Private Capital	628 HEBRON AVENUE	SUITE 306	GLASTONBURY	CT	06033	13F HOLDINGS REPORT	028-18691	000288453	801-110562	N	
0001214659-25-015609	30-SEP-2025	N							Envestnet Portfolio Solutions, Inc.	1000 CHESTERBROOK BOULEVARD	SUITE 250	BERWYN	PA	19312	13F HOLDINGS REPORT	028-23431			N	
0001172661-25-004519	30-SEP-2025	N							Trellis Wealth Advisors LLC	1135 Santa Rosa Street	Suite 310	San Luis Obispo	CA	93401	13F HOLDINGS REPORT	028-23337	000154861	801-80089	N	
0002085853-25-000200	30-SEP-2025	N							Gibbs Wealth Management	3980 Old Milton Parkway		Alpharetta	GA	30005	13F HOLDINGS REPORT	028-25712			N	
0000796848-25-000010	30-SEP-2025								TEACHER RETIREMENT SYSTEM OF TEXAS	4655 MUELLER BLVD		AUSTIN	TX	78723	13F HOLDINGS REPORT	028-01797			N	
0001768302-25-000007	30-SEP-2025								ERn Financial, LLC	8215 GREENWAY BOULEVARD	SUITE 540	MIDDLETON	WI	53562	13F HOLDINGS REPORT	028-19425	000297717	801-113774	N	
0001259671-25-000010	30-SEP-2025								WBH ADVISORY INC	1829 REISTERSTOWN ROAD,	SUITE 225	BALTIMORE	MD	21208	13F HOLDINGS REPORT	028-10516	000105289	801-27973	N	
0001676603-25-000002	30-SEP-2025	N							Probity Advisors, Inc.	10000 N. CENTRAL EXPRESSWAY, #1326		DALLAS	TX	75231	13F HOLDINGS REPORT	028-17504			N	
0000102212-25-000029	30-SEP-2025	N							UNIVEST FINANCIAL Corp	14 North Main Street	Po Box 197	SOUDERTON	PA	18964	13F HOLDINGS REPORT	028-03779			N	
0001962236-25-000005	30-SEP-2025								Kingdom Financial Group LLC.	14155 N 83RD AVE SUITE 144		PEORIA	AZ	85022	13F HOLDINGS REPORT	028-23315	000155676	801-113161	N	
0002036117-25-000006	30-SEP-2025								FLAGSHIP WEALTH ADVISORS, LLC	301 EDGEWATER PLACE	SUITE 400	WAKEFIELD	MA	01880	13F HOLDINGS REPORT	028-24873	000131962	801-112001	N	
0001541787-25-000008	30-SEP-2025								Nadler Financial Group, Inc.	155 N PFINGSTEN ROAD	SUITE 160	DEERFIELD	IL	60015	13F HOLDINGS REPORT	028-14666			N	
0001172661-25-004513	30-SEP-2025	N							IronBridge Private Wealth, LLC	6420 Bee Cave Rd	Suite 201	Austin	TX	78746	13F HOLDINGS REPORT	028-21124	000287714	801-115022	N	
0001900481-25-000009	30-SEP-2025								Carmel Capital Partners, LLC	12760 HIGH BLUFF DRIVE, SUITE 210		SAN DIEGO	CA	92130	13F HOLDINGS REPORT	028-21543	000123907	801-64695	N	
0001493152-25-020191	30-SEP-2025	N							iA Global Asset Management Inc.	1080 GRANDE ALLEE WEST.	PO BOX 1907	QUEBEC	A8	G1K 7M3	13F HOLDINGS REPORT	028-23355			N	
0002041943-25-000005	30-SEP-2025								Millstone Evans Group, LLC	4940 PEARL EAST CIRCLE	SUITE 202	BOULDER	CO	80301	13F HOLDINGS REPORT	028-24904	000311142	801-119896	N	
