ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001172661-25-004619	30-SEP-2025	N							TT Capital Management LLC	1401 E Coral Cove Dr		Gilbert	AZ	85234	13F HOLDINGS REPORT	028-25061	000158407	801-129780	N	
0001805591-25-000007	30-SEP-2025								Andar Capital Management HK Ltd	ROOM 813, 8/F, CHINA HUARONG TOWER	60 GLOUCESTER ROAD, WAN CHAI	HONG KONG	K3	0000000	13F HOLDINGS REPORT	028-20623			N	
0001965616-25-000006	30-SEP-2025								Tanglewood Legacy Advisors, LLC	ONE RIVERWAY	SUITE 1550	HOUSTON	TX	77056	13F HOLDINGS REPORT	028-22922	000127289	801-107793	N	
0001483870-25-000008	30-SEP-2025								TCTC Holdings, LLC	3838 OAK LAWN AVENUE	SUITE 1650	DALLAS	TX	75219	13F HOLDINGS REPORT	028-13830			N	
0001035344-25-000006	30-SEP-2025	N							UHLMANN PRICE SECURITIES, LLC	5202 OLD ORCHARD ROAD	SUITE 250	SKOKIE	IL	60077	13F HOLDINGS REPORT	028-25658			N	
0001792565-25-000003	30-SEP-2025	N							Pavion Blue Capital, LLC	23 CORPORATE PLAZA DRIVE	SUITE 150	NEWPORT BEACH	CA	92660	13F HOLDINGS REPORT	028-19716			N	
0002057060-25-000010	30-SEP-2025								GF FUND MANAGEMENT CO. LTD.	NO. 1 EAST PAZHOU ROAD		GUANGZHOU	F4	510308	13F HOLDINGS REPORT	028-25373			N	
0002042493-25-000002	30-SEP-2025	N							Taylor Hoffman Capital Management LLC	1021 E CARY ST, STE 2100		RICHMOND	VA	23219	13F HOLDINGS REPORT	028-24442	000309329	801-118886	N	
0002077903-25-000001	30-SEP-2025	N							Cherokee Insurance Co	34200 MOUND ROAD		STERLING HEIGHTS	MI	48310	13F HOLDINGS REPORT	028-25694			N	
0002073617-25-000002	30-SEP-2025	N							Warner Group LLC	869 BOSTON POST ROAD		MADISON	CT	06443	13F HOLDINGS REPORT	028-25824			N	
0001412665-25-000163	30-SEP-2025	N							MidWestOne Financial Group, Inc.	102 South Clinton St.		Iowa City	IA	52240	13F HOLDINGS REPORT	028-19579			N	
0001631507-25-000008	30-SEP-2025								Leisure Capital Management	650 TOWN CENTER DRIVE	SUITE 880	COSTA MESA	CA	92626	13F HOLDINGS REPORT	028-16364	000120374	801-61416	N	
0001729673-25-000008	30-SEP-2025								DDD Partners, LLC	2155 112TH AVE NE		BELLEVUE	WA	98004	13F HOLDINGS REPORT	028-18300	000301548	801-115160	N	
0001909304-25-000006	30-SEP-2025								Carson Advisory Inc.	470 HILL ST.		ATHENS	GA	30601	13F HOLDINGS REPORT	028-21658	000117410	801-64883	N	
0001951757-25-001305	30-SEP-2025								PACK Private Wealth, LLC	1905 WAYZATA BLVD.	SUITE 320	WAYZATA	MN	55391	13F HOLDINGS REPORT	028-22234			N	
0001951757-25-001304	30-SEP-2025								Pacific Sage Partners, LLC	505 5TH AVENUE SOUTH	SUITE 104	EDMONDS	WA	98020	13F HOLDINGS REPORT	028-22781			N	
0001951757-25-001303	30-SEP-2025								Pacific Point Advisors, LLC	12626 HIGH BLUFF DRIVE	SUITE 200	SAN DIEGO	CA	92130	13F HOLDINGS REPORT	028-25369			N	
0001951757-25-001302	30-SEP-2025								Compass Advisory Group LLC	155 PINELAWN ROAD	SUITE 210 N	MELVILLE	NY	11747	13F HOLDINGS REPORT	028-21146			N	
0000914973-25-000006	30-SEP-2025								HANOVER ADVISORS INC	101 ROCKWOOD DR.		SENECA	SC	29672	13F HOLDINGS REPORT	028-04002	000119655	801-63150	N	
0002021762-25-000008	30-SEP-2025								Prospect Financial Group LLC	3617 N. ALBEMARLE ST.		ARLINGTON	VA	22207	13F HOLDINGS REPORT	028-24920	000133953	801-123732	N	
0001951757-25-001301	30-SEP-2025								Oxinas Partners Wealth Management LLC	607 NORTH SHORE DRIVE	SUITE 101	JEFFERSONVILLE	IN	47130	13F HOLDINGS REPORT	028-20435			N	
0001951757-25-001300	30-SEP-2025								Objectivity Squared, LLC	701 EAST BAY STREET	SUITE 403	CHARLESTON	SC	29403	13F HOLDINGS REPORT	028-23683			N	
0002095682-25-000001	30-SEP-2025								WJ Financial Advisors LLC	255 ROUTE 80	SUITE 201	KILLINGWORTH	CT	06419	13F HOLDINGS REPORT	028-25823	000142761	801-121886	N	
0001951757-25-001299	30-SEP-2025								Omnia Family Wealth, LLC	18851 NE 29TH AVENUE	SUITE 400	AVENTURA	FL	33180	13F HOLDINGS REPORT	028-18002			N	
0001951757-25-001298	30-SEP-2025								New World Advisors LLC	350 LINCOLN STREET	SUITE 1100	HINGHAM	MA	02043	13F HOLDINGS REPORT	028-19407			N	
0001951757-25-001297	30-SEP-2025								Naviter Wealth, LLC	1 INFORMATION WAY	SUITE 400	LITTLE ROCK	AR	72202	13F HOLDINGS REPORT	028-21579			N	
0001951757-25-001296	30-SEP-2025								Long Island Wealth Management, Inc.	155 PINELAWN ROAD	SUITE 210 N	MELVILLE	NY	11747	13F HOLDINGS REPORT	028-23879			N	
0001951757-25-001295	30-SEP-2025								LIBRA WEALTH LLC	16185 LOS GATOS BLVD	SUITE 205	LOS GATOS	CA	95032	13F HOLDINGS REPORT	028-22432			N	
0001951757-25-001294	30-SEP-2025								LIBERTY SQUARE WEALTH PARTNERS LLC	1525 VALLEY CENTER PKWY	SUITE 120	BETHLEHEM	PA	18017	13F HOLDINGS REPORT	028-25407			N	
0001951757-25-001292	30-SEP-2025								International Private Wealth Advisors LLC	3160 CAMINO DEL RIO SOUTH	STE 313	SAN DIEGO	CA	92108	13F HOLDINGS REPORT	028-24120			N	
0001951757-25-001291	30-SEP-2025								Horizon Wealth Management, LLC	22 CALENDAR COURT	2ND FLOOR	LA GRANGE	IL	60525	13F HOLDINGS REPORT	028-22059			N	
0001951757-25-001289	30-SEP-2025								Graver Capital Management, LLC	1550 OLD HENDERSON ROAD	SUITE E-273	COLUMBUS	OH	43220	13F HOLDINGS REPORT	028-25219			N	
0001104659-25-107812	30-SEP-2025	N							LYELL WEALTH MANAGEMENT, LP	3000 Sand Hill Road, Building One	Suite 135	Menlo Park	CA	94025	13F HOLDINGS REPORT	028-17772			N	
0001951757-25-001288	30-SEP-2025								G2 CAPITAL MANAGEMENT, LLC / OH	1600 WEST LANE AVENUE	SUITE 270	COLUMBUS	OH	43221	13F HOLDINGS REPORT	028-22043			N	
0001388443-25-000008	30-SEP-2025								Palisades Hudson Asset Management, L.P.	200 SW FIRST AVENUE	SUITE 800	FORT LAUDERDALE	FL	33301	13F HOLDINGS REPORT	028-12109			N	
0001951757-25-001287	30-SEP-2025								FORTRESS FINANCIAL GROUP, LLC	1610 14TH STREET NW	SUITE 100	ROCHESTER	MN	55901	13F HOLDINGS REPORT	028-24762			N	
0001951757-25-001286	30-SEP-2025								Fusion Family Wealth LLC	88 FROEHLICH FARM BLVD. SUITE 401		WOODBURY	NY	11797	13F HOLDINGS REPORT	028-17657			N	
0001951757-25-001285	30-SEP-2025								Everest Management Corp.	10080 N. WOLFE ROAD	SUITE SW3-200	CUPERTINO	CA	95014	13F HOLDINGS REPORT	028-25105			N	
0001951757-25-001284	30-SEP-2025								Eagle Bluffs Wealth Management LLC	2201 OLD 63 SOUTH		COLUMBIA	MO	65201	13F HOLDINGS REPORT	028-22212			N	
0001951757-25-001283	30-SEP-2025								Choice Wealth Advisors, LLC	325-D KENNEDY MEMORIAL DRIVE		WATERVILLE	ME	04901	13F HOLDINGS REPORT	028-20704			N	
0001172661-25-004615	30-SEP-2025	N							May Barnhard Investments LLC	7910 WOODMONT AVENUE	SUITE 500	BETHESDA	MD	20814	13F HOLDINGS REPORT	028-24848	000170858	801-110144	N	
0001951757-25-001281	30-SEP-2025								Cadence Wealth Management LLC	1800 WEST PARK DRIVE SUITE 330		WESTBOROUGH	MA	01581	13F HOLDINGS REPORT	028-21233			N	
0001977044-25-000006	30-SEP-2025								PCA Investment Advisory Services Inc.	2133 LURAY AVENUE		CINCINNATI	OH	45206	13F HOLDINGS REPORT	028-23273			N	
0001104659-25-107799	30-SEP-2025	N							TIFF ADVISORY SERVICES, LLC	170 N. Radnor Chester Road	Suite 300	Radnor	PA	19087	13F COMBINATION REPORT	028-11995	000327436	801-128989	N	
0001951757-25-001280	30-SEP-2025								DRAVO BAY LLC	37458 OYSTER HOUSE ROAD		REHOBOTH BEACH	DE	19971	13F HOLDINGS REPORT	028-22207			N	
0001951757-25-001279	30-SEP-2025								Balboa Wealth Partners	6263 NORTH SCOTTSDALE ROAD	SUITE 265	SCOTTSDALE	AZ	85250	13F HOLDINGS REPORT	028-22715			N	
0001951757-25-001278	30-SEP-2025								AFFINITY WEALTH MANAGEMENT LLC	2751 CENTERVILLE ROAD	SUITE 110	WILMINGTON	DE	19808	13F HOLDINGS REPORT	028-01902			N	
0001951757-25-001277	30-SEP-2025								Aspire Capital Advisors LLC	1815 NORTH 45TH STREET	SUITE 105	SEATTLE	WA	98103	13F HOLDINGS REPORT	028-21795			N	
0001569833-25-000006	30-SEP-2025								Rothschild Capital Partners, LLC	5 EAST 82ND STREET	3RD FLOOR	NEW YORK	NY	10028	13F HOLDINGS REPORT	028-15426			N	
0001951757-25-001275	30-SEP-2025								Joel Adams & Associates, Inc.	545 MERRIMON AVENUE		ASHEVILLE	NC	28804	13F HOLDINGS REPORT	028-24703			N	
0001951757-25-001274	30-SEP-2025								ACORN CREEK CAPITAL LLC	215 WEST OAK STREET	10TH FLOOR, STE 1000	FORT COLLINS	CO	80521	13F HOLDINGS REPORT	028-23689			N	
0002056071-25-000007	30-SEP-2025								BRIDGE GENERATIONS WEALTH MANAGEMENT LLC	5900 SW 73RD STREET	SUITE 300	SOUTH MIAMI	FL	33143	13F HOLDINGS REPORT	028-25067			N	
0001104659-25-107755	30-SEP-2025	N							Freemont Management S.A.	Rue Des Remparts 2	Lutry	Vaud	V8	1095	13F HOLDINGS REPORT	028-20978			N	
0001104659-25-107752	30-SEP-2025	N							Longbow Finance SA	36, ROUTE DE LAVAUX		LUTRY	V8	1095	13F HOLDINGS REPORT	028-22949			N	
0001420506-25-003041	30-SEP-2025	N							MSH Capital Advisors LLC	23350 N PIMA RD		SCOTTSDALE	AZ	85255	13F HOLDINGS REPORT	028-25096	000157835	801-108933	N	
0001611848-25-000008	30-SEP-2025	N							BTC Capital Management, Inc.	453 7TH STREET		DES MOINES	IA	50309	13F HOLDINGS REPORT	028-16343	001611848	801-62140	N	
0001697855-25-000045	30-SEP-2025	N							CAMDEN NATIONAL BANK	2 ELM STREET,P.O. BOX 310		CAMDEN	ME	04843	13F HOLDINGS REPORT	028-17892			N	
0001141455-25-000007	30-SEP-2025								COOKSON PEIRCE & CO INC	555 GRANT STREET	SUITE 380	PITTSBURGH	PA	15219	13F HOLDINGS REPORT	028-06545			N	
0002012511-25-000002	30-SEP-2025	N							ATLANTIC FAMILY WEALTH, LLC	6705 S RED ROAD	SUITE 604	CORAL GABLES	FL	33143	13F HOLDINGS REPORT	028-24735	000171062	801-124705	N	
0002053303-25-000006	30-SEP-2025								PEREGRINE INVESTMENT MANAGEMENT INC	22 ADELAIDE STREET WEST, BAY ADELAIDE CE	SUITE 2040	TORONTO	A6	M5H4E3	13F HOLDINGS REPORT	028-24690			N	
0001140361-25-040769	30-SEP-2025	N							Prescott Group Capital Management, L.L.C.	1924 S Utica Ave	Suite 1120	Tulsa	OK	74104-6429	13F HOLDINGS REPORT	028-10017	000115220	801-60650	N	
0001992344-25-000009	30-SEP-2025								Avid Wealth Partners LLC	17806 W INTERSTATE 10 STE. 105		SAN ANTONIO	TX	78257	13F HOLDINGS REPORT	028-23525			N	
0001398344-25-020456	30-SEP-2025	N							Templeton & Phillips Capital Management, LLC	810 SCENIC HIGHWAY		LOOKOUT MOUNTAIN	TN	37350	13F HOLDINGS REPORT	028-23013	000149101	801-70802	N	
0001901275-25-000015	30-SEP-2025	N							Ameritas Advisory Services, LLC	5900 O Street		Lincoln	NE	68510	13F HOLDINGS REPORT	028-21618	000317245	801-55153	N	
0000044365-25-000008	30-SEP-2025								CENTRAL TRUST Co	111 EAST MILLER ST		JEFFERSON CITY	MO	65101	13F HOLDINGS REPORT	028-03392			N	
0001799957-25-000007	30-SEP-2025								PFG Private Wealth Management, LLC	18572 N DALE MABRY HIGHWAY		LUTZ	FL	33548	13F HOLDINGS REPORT	028-19666			N	
0001802244-25-000010	30-SEP-2025								Indie Asset Partners, LLC	10 EAST MAIN STREET	SUITE 220	CARMEL	IN	46032	13F COMBINATION REPORT	028-19854	000154503		N	
0001455495-25-000010	30-SEP-2025								IMA Advisory Services, Inc.	1750 17TH STREET	SUITE 100	DENVER	CO	80202	13F HOLDINGS REPORT	028-13377			N	
0001730293-25-000007	30-SEP-2025								Financial Advocates Investment Management	1601 COOPER POINT ROAD NW		OLYMPIA	WA	98502	13F HOLDINGS REPORT	028-18619	000151298	801-71546	N	
0001308377-25-000008	30-SEP-2025								Lafayette Investments, Inc.	17830 NEW HAMPSHIRE AVENUE	SUITE 201	ASHTON	MD	20861	13F HOLDINGS REPORT	028-11053			N	
0001908186-25-000005	30-SEP-2025								Missouri Trust & Investment Co	3100 S. NATIONAL AVE.	SUITE 200	SPRINGFIELD	MO	65807	13F HOLDINGS REPORT	028-21574			N	
0001427263-25-000009	30-SEP-2025								GFS Advisors, LLC	1330 POST OAK BLVD, SUITE 2100		HOUSTON	TX	77056	13F HOLDINGS REPORT	028-13054	000143110	801-67899	N	
0002017259-25-000027	30-SEP-2025	N							Columbia Bank	5885 Meadows Rd, Suite 400		Lake Oswego	OR	97035	13F HOLDINGS REPORT	028-24132			N	
0001032814-25-000007	30-SEP-2025								CHECK CAPITAL MANAGEMENT INC/CA	575 ANTON BLVD	SUITE 500	COSTA MESA	CA	92626	13F HOLDINGS REPORT	028-05998			N	
0002033609-25-000010	30-SEP-2025	N							Capital Investment Counsel, LLC	600 GRANT STREET	SUITE 450	DENVER	CO	80203	13F HOLDINGS REPORT	028-24322	000328474	801-128893	N	
0002055889-25-000005	30-SEP-2025								Moment Partners, LLC	535 MISSION STREET	SUITE 2310	SAN FRANCISCO	CA	94105	13F HOLDINGS REPORT	028-24937	000332691	801-131017	N	
0002056079-25-000006	30-SEP-2025								Spurstone Advisory Services, LLC	12 SCOVIL RD		HIGGANUM	CT	06441	13F COMBINATION REPORT	028-25156	000028415	801-12573	N	
0001420506-25-003037	30-SEP-2025	N							GS Investments, Inc.	860 Blue Gentian Road	Suite 200	Eagan	MN	55121	13F HOLDINGS REPORT	028-18142	000107782	801-56317	N	
0001398344-25-020442	30-SEP-2025	N							Financially Speaking Inc	5889 GREENWOOD PLAZA BLVD.	SUITE 400	GREENWOOD VILLAGE	CO	80111	13F HOLDINGS REPORT	028-24901	000106255	801-38948	N	
0000914933-25-000006	30-SEP-2025								CONNABLE OFFICE INC	136 E MICHIGAN AVE STE 1201		KALAMAZOO	MI	49007-3936	13F HOLDINGS REPORT	028-03974			N	
0001803140-25-000005	30-SEP-2025								1776 Wealth LLC	750 HAMMOND DR	BUILDING 5, SUITE 200	ATLANTA	GA	30328	13F HOLDINGS REPORT	028-19894	000286321	028-19894	N	
0002028812-25-000006	30-SEP-2025								Lynx Investment Advisory	1100 CONNECTICUT AVENUE NW	SUITE 300	WASHINGTON, DC	DC	20036	13F COMBINATION REPORT	028-24216	000111814		N	
0001541910-25-000010	30-SEP-2025								Illinois Municipal Retirement Fund	2211 YORK ROAD	SUITE 500	OAK BROOK	IL	60523	13F HOLDINGS REPORT	028-19769			N	
0001172661-25-004610	30-SEP-2025	N							ICW Investment Advisors LLC	16427 North Scottsdale Road	Suite 350	Scottsdale	AZ	85254	13F HOLDINGS REPORT	028-19764	000135081	801-64460	N	
0001908617-25-000013	30-SEP-2025								Echo45 Advisors LLC	1801 N CALIFORNIA BLVD	SUITE 101	WALNUT CREEK	CA	94596	13F HOLDINGS REPORT	028-22339	000307265	801-118109	N	
0001142495-25-000034	30-SEP-2025								WEDBUSH SECURITIES INC	1000 WILSHIRE BLVD., SUITE 900	ATTN: COMPLIANCE DEPT.	LOS ANGELES	CA	90017	13F HOLDINGS REPORT	028-12460	000000877	801-6358	N	
0001140361-25-040748	30-SEP-2025	N							Varma Mutual Pension Insurance Co	SALMISAARENRANTA 11	P.O. BOX 1, 00098	VARMA	H9	00180	13F HOLDINGS REPORT	028-18702			N	
0001581794-25-000015	30-SEP-2025								Northern Capital Management, Inc.	2700 S. SOUTHEAST BLVD.	STE 205	SPOKANE	WA	99223	13F HOLDINGS REPORT	028-20658	000111379	801-44942	N	
0001731927-25-000006	30-SEP-2025								Elmwood Wealth Management, Inc.	2027 FOURTH STREET, SUITE 203		BERKELEY	CA	94710	13F HOLDINGS REPORT	028-18747	000165639		N	
0001705819-25-000080	30-SEP-2025	N							Haven Private, LLC	978 LAKE BALDWIN LANE	SUITE 201	ORLANDO	FL	32814	13F HOLDINGS REPORT	028-24798	000329012	801-129272	N	
0002045104-25-000010	30-SEP-2025								CIBC Capital Markets (Europe) S.A.	2C RUE ALBERT BORSCHETTE		LUXEMBOURG	N4	L-1246	13F HOLDINGS REPORT	028-24606			N	
0001396318-25-000028	30-SEP-2025								PUBLIC SECTOR PENSION INVESTMENT BOARD	1250 RENE-LEVESQUE BLVD WEST	SUITE 1400	MONTREAL	A8	H3B 5E9	13F HOLDINGS REPORT	028-12527		028-12527	N	
0002052510-25-000006	30-SEP-2025								Whipplewood Advisors, LLC	11852 SHAFFER DRIVE	BUILDING B	LITTLETON	CO	80127	13F HOLDINGS REPORT	028-24748			N	
0001941040-25-000596	30-SEP-2025	N							Metis Global Partners, LLC	501 W. Broadway	Suite 2080	San Diego	CA	92101	13F HOLDINGS REPORT	028-21796	000167276	801-91173	N	
0001765380-25-000439	30-SEP-2025								Good Steward Wealth Advisors,LLC	2681 TOWNSEND CT.		CLARKSVILLE	TN	37043	13F HOLDINGS REPORT	028-25499	000333092	801-131209	N	
0001846287-25-000006	30-SEP-2025								Tacita Capital Inc	SUITE 2020 -150 KING STREET WEST		TORONTO	A6	M5H 1J9	13F HOLDINGS REPORT	028-21022			N	
0002011645-25-000002	30-SEP-2025								Abich Financial Wealth Management LLC	20135 LAKEVIEW CENTER PLAZA	SUITE #110	ASHBURN	VA	20147	13F HOLDINGS REPORT	028-23761			N	
0001344551-25-000014	30-SEP-2025	N							ASSETMARK, INC	1655 GRANT STREET	10TH FLOOR	Concord	CA	94520	13F HOLDINGS REPORT	028-11546	000109018	801-56323	N	
0001535865-25-000016	30-SEP-2025	N							Atria Investments, Inc	2825 South Blvd	Suite 500	Charlotte	NC	28209	13F HOLDINGS REPORT	028-14921	000143593	801-67829	N	
0001795934-25-000006	30-SEP-2025								CBIZ Investment Advisory Services, LLC	5959 ROCKSIDE WOODS BLVD N	SUITE 600	INDEPENDENCE	OH	44131	13F HOLDINGS REPORT	028-19859	000286002		N	
0001629290-25-000011	30-SEP-2025								Verde Servicos Internacionais S.A.	AVENIDA BRIGADEIRO FARIA LIMA, 3600	11 ANDAR/PARTE	SAO PAULO	D5	04538-132	13F HOLDINGS REPORT	028-17063			N	
0002012773-25-000007	30-SEP-2025								Wealth Forward, LLC	2632 47TH ST S STE 107		FARGO	ND	58104	13F HOLDINGS REPORT	028-23985	000159467		N	
0001935795-25-000008	30-SEP-2025								Drake & Associates, LLC	2212 E. MORELAND BLVD.	SUITE 200	WAUKESHA	WI	53186	13F HOLDINGS REPORT	028-22597			N	
0002003633-25-000008	30-SEP-2025								Savvy Advisors, Inc.	111 WEST 33RD STREET	UNIT 1410	NEW YORK	NY	10001	13F HOLDINGS REPORT	028-23639	000318493	801-123656	N	
0001050470-25-000017	30-SEP-2025								LSV ASSET MANAGEMENT	155 NORTH WACKER DRIVE	SUITE 4600	CHICAGO	IL	60606	13F HOLDINGS REPORT	028-06580			N	
0001819476-25-000008	30-SEP-2025								Onyx Bridge Wealth Group LLC	120 WHITE PLAINS ROAD, SUITE 115		TARRYTOWN	NY	10591	13F HOLDINGS REPORT	028-20899			N	
0001853239-25-000004	30-SEP-2025	N							Willis Johnson & Associates, Inc.	5847 San Felipe, Suite 1500		Houston	TX	77057	13F HOLDINGS REPORT	028-21134	000119759	801-66191	N	
0001844148-25-000003	30-SEP-2025	N							Allegheny Financial Group	811 CAMP HORNE ROAD SUITE 100		Pittsburgh	PA	15237	13F HOLDINGS REPORT	028-20665	000104690	801-12566	N	
0002033388-25-000010	30-SEP-2025								TPG Advisors LLC	485 CENTRAL AVE	SUITE 201	NORTHFIELD	IL	60093	13F HOLDINGS REPORT	028-24300	000298496	801-114032	N	
0001821268-25-000227	30-SEP-2025	N							Skylands Capital, LLC	1200 North Mayfair Road	Suite 250	Milwaukee	WI	53226	13F HOLDINGS REPORT	028-10937	000131183		N	
0002069222-25-000001	30-SEP-2025								GK Wealth Management LLC	98 WINTER STREET		RENO	NV	89503	13F HOLDINGS REPORT	028-25625			N	
0001172661-25-004609	30-SEP-2025	N							Plan A Wealth LLC	7221 PLAZA CT		LINCOLN	NE	68516	13F HOLDINGS REPORT	028-25820	000287860	801-110113	N	
0001193125-25-268725	30-SEP-2025	N							Mechanics Financial Corp	2 South Main Street		Mansfield	OH	44902	13F HOLDINGS REPORT	028-22496			N	
0001172661-25-004608	30-JUN-2025	N							Plan A Wealth LLC	7221 PLAZA CT		LINCOLN	NE	68516	13F HOLDINGS REPORT	028-25820	000287860	801-110113	N	
0001172661-25-004607	31-MAR-2025	N							Plan A Wealth LLC	7221 PLAZA CT		LINCOLN	NE	68516	13F HOLDINGS REPORT	028-25820	000287860	801-110113	N	
0001765380-25-000438	30-SEP-2025								Beacon Bridge Wealth Partners, LLC	1600 N BETHLEHEM PIKE	N-200	LOWER GWYNEDD	PA	19002	13F HOLDINGS REPORT	028-22889	000321705	801-126385	N	
0001846236-25-000009	30-SEP-2025								True Link Financial Advisors, LLC	315 MONTGOMERY ST. 10TH FLOOR		SAN FRANCISCO	CA	94104	13F HOLDINGS REPORT	028-20832			N	
0002057056-25-000003	30-SEP-2025								SCHNIEDERS CAPITAL MANAGEMENT, LLC.	200 SOUTH LOS ROBLES AVENUE	SUITE 510	PASADENA	CA	91101	13F HOLDINGS REPORT	028-25821			N	
0001104659-25-107598	30-SEP-2025	N							CAISSE DES DEPOTS ET CONSIGNATIONS	56 RUE DE LILLE		PARIS	I0	75007	13F COMBINATION REPORT	028-24943			N	
0002006918-25-000007	30-SEP-2025								Integrity Wealth Solutions LLC	4725 S MONACO STREET, SUITE 335		DENVER	CO	80237	13F HOLDINGS REPORT	028-23642			N	
0001483467-25-000009	30-SEP-2025								Westover Capital Advisors, LLC	1013 CENTRE RD.	SUITE 405	WILMINGTON	DE	19805	13F HOLDINGS REPORT	028-13685	000126520	801-64380	N	
0001080351-25-000007	30-SEP-2025								MITCHELL CAPITAL MANAGEMENT CO	11460 TOMAHAWK CREEK PARKWAY	SUITE 410	LEAWOOD	KS	66211	13F HOLDINGS REPORT	028-05171	000106338	801-29318	N	
0001080382-25-000012	30-SEP-2025	N							EUBEL BRADY & SUTTMAN ASSET MANAGEMENT INC	10100 Innovation Drive	Suite 410	MIamisburg	OH	45342	13F HOLDINGS REPORT	028-05145			N	
0001172661-25-004606	31-DEC-2024	N							Plan A Wealth LLC	7221 PLAZA CT		LINCOLN	NE	68516	13F HOLDINGS REPORT	028-25820	000287860	801-110113	N	
0002027921-25-000002	30-SEP-2025	N							Strategic Financial Partners, Ltd.	22079 Erickson Road		Bend	OR	97701	13F HOLDINGS REPORT	028-24214	000148858	801-77447	N	
0001832158-25-000007	30-SEP-2025								SEAVIEW INVESTMENT MANAGERS LLC	2 ALHAMBRA PLAZA	SUITE 802	MIAMI	FL	33134	13F HOLDINGS REPORT	028-20416			N	
0001214659-25-016017	30-SEP-2025	N							Endowment Wealth Management, Inc.	W6272 COMMUNICATION CT.		APPLETON	WI	54914-8531	13F COMBINATION REPORT	028-21870			N	
0001420506-25-003033	30-SEP-2025	N							Sanchez Wealth Management Group	5150 BELFORT RD	STE 702	JACKSONVILLE	FL	32256	13F HOLDINGS REPORT	028-18344	000169274	801-78772	N	
0001659047-25-000006	30-SEP-2025								Krilogy Financial LLC	275 N. LINDBERGH BLVD	SUITE 20	ST. LOUIS	MO	63141	13F HOLDINGS REPORT	028-17049			N	
0001954889-25-000033	30-SEP-2025								Madison Asset Management, LLC	550 SCIENCE DRIVE		MADISON	WI	53711	13F HOLDINGS REPORT	028-10986	000130874	333-29511	Y	Madison Asset Management, LLC, Madison Investment Advisors, LLC and Madison Investment Holdings, Inc. share all resources and personnel at their 550 Science Drive office, and such, no distinction is made among the three in the information table presented in the report. Due to rounding, certain dollar values may be higher or lower than the amounts would have been absent such rounding.
0000932929-25-000008	30-SEP-2025								WESTBOURNE INVESTMENTS, INC.	2121 EISENHOWER AVENUE	SUITE 605	ALEXANDRIA	VA	22314	13F HOLDINGS REPORT	028-25338	000037499	801-36800	N	
0002055130-25-000005	30-SEP-2025								Magnolia Private Wealth, LLC	1845 WALNUT STREET	SUITE 1601	PHILADELPHIA	PA	19103	13F HOLDINGS REPORT	028-24747	000324102	801-128251	N	
0001172661-25-004605	30-SEP-2025	N							Signet Investment Advisory Group, Inc.	101 Dyer Street, Suite 3c		Providence	RI	02903	13F HOLDINGS REPORT	028-18998	000123910	801-61636	N	
0001803557-25-000006	30-SEP-2025								Center for Financial Planning, Inc.	24800 DENSO DRIVE	SUITE 300	SOUTHFIED	MI	48033	13F HOLDINGS REPORT	028-20001			N	
